,biol_act,num_of_crit_points,num_of_3_minus_1,num_of_3_plus_1,num_of_3_plus_3,sum_rol,sum_roe,sum_rolroe,sum_rolroe_ala,sum_rolroe_arg,sum_rolroe_asn,sum_rolroe_asp,sum_rolroe_cys,sum_rolroe_glu,sum_rolroe_gln,sum_rolroe_gly,sum_rolroe_his,sum_rolroe_ile,sum_rolroe_leu,sum_rolroe_lys,sum_rolroe_met,sum_rolroe_phe,sum_rolroe_pro,sum_rolroe_ser,sum_rolroe_thr,sum_rolroe_trp,sum_rolroe_tyr,sum_rolroe_val,sum_rolroe_hoh,sum_rol_h,sum_rol_c,sum_rol_n,sum_rol_o,sum_rol_f,sum_rol_p,sum_rol_s,sum_rol_cl,sum_rol_br,sum_rol_i,yon_3_minus_1,yon_3_plus_1,yon_3_plus_3,yon_rolroe_ala,yon_rolroe_arg,yon_rolroe_asn,yon_rolroe_asp,yon_rolroe_cys,yon_rolroe_glu,yon_rolroe_gln,yon_rolroe_gly,yon_rolroe_his,yon_rolroe_ile,yon_rolroe_leu,yon_rolroe_lys,yon_rolroe_met,yon_rolroe_phe,yon_rolroe_pro,yon_rolroe_ser,yon_rolroe_thr,yon_rolroe_trp,yon_rolroe_tyr,yon_rolroe_val,yon_rolroe_hoh,yon_rol_h,yon_rol_c,yon_rol_n,yon_rol_o,yon_rol_f,yon_rol_p,yon_rol_s,yon_rol_cl,yon_rol_br,yon_rol_i
2qd6,8.68,87,65,20,2,5.481303299999999,4.2692920999999995,9.750595399999998,0.27561120000000006,0.0,0.0,1.4960699,0.0,0.0,0.0,1.0280984,0.0,0.5006870999999999,0.0416963,0.0,0.0,0.0,0.1163894,0.0,0.0,0.0,0.0,0.4102195,5.881823600000001,2.5094515,3.257253300000001,0.0,3.9838905999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
2qd7,9.1,92,68,22,2,2.0506445,2.0389332000000002,4.0895777,0.43894659999999996,0.0,0.0,1.3405508999999998,0.0,0.0,0.0,0.7846767000000001,0.0,0.9695985,0.0572726,0.0,0.0,0.0,0.052605700000000005,0.0,0.0,0.0,0.0,0.056338799999999994,0.3895879,2.6079889,0.2027932,0.0,1.2787956,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
2qd8,9.07,92,67,23,2,8.892885399999999,6.664622100000001,15.5575075,0.33673230000000004,0.029241,0.0,1.577053,0.0,0.0,0.0,0.9049186,0.0,0.4486141,0.0401653,0.0,0.0,0.0,0.1124369,0.0,0.0,0.0,0.0,0.5198048999999999,11.5885414,5.9651765999999995,5.4374768,0.0,4.1548541,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
2qhy,7.48,86,63,23,0,2.2054792000000005,2.1167587,4.322237900000001,0.3728978,0.0455973,0.0,0.9354085,0.0,0.0,0.0,1.1529113,0.0,0.9617593000000001,0.051841399999999996,0.0,0.0,0.0,0.1425666,0.0,0.038056400000000004,0.0,0.0,0.23104590000000003,0.39015340000000004,2.6173717,0.35651810000000006,0.0,0.8543791000000001,0.377895,0.0,0.11607400000000001,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0
2qhz,7.28,88,66,22,0,1.8479254999999999,1.8988057999999999,3.7467312999999995,0.5441925000000001,0.0,0.0,0.6581525,0.0,0.0,0.0,0.7067391999999999,0.0,1.0593357,0.0261601,0.0,0.0,0.0,0.1733849,0.0,0.0355785,0.0,0.0,0.20526869999999997,0.3379192,2.1511223,0.37771669999999996,0.0,0.43369460000000004,0.7017044,0.0,0.0824933,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0
2qi0,7.38,89,67,22,0,2.2374755000000004,2.2402474000000003,4.477722900000001,0.3269871,0.061052999999999996,0.0,1.0688813,0.0,0.0,0.0,0.6268262,0.0,1.5431013,0.062065600000000005,0.0,0.0,0.0,0.097268,0.0,0.031189599999999998,0.0,0.0,0.358226,0.30212479999999997,3.1770012999999997,0.6129534000000001,0.0,0.47356100000000007,0.0973739,0.0,0.1168333,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0
2qi1,7.3,108,77,31,0,2.5147596,2.3462541000000003,4.861013700000001,0.4245187,0.0318196,0.0,1.0320635999999999,0.0,0.0,0.0,0.8494476,0.0,1.0455875,0.014951599999999999,0.0,0.0,0.0,0.23981390000000002,0.0,0.037944900000000004,0.0,0.0,0.2011453,0.9837210000000001,3.1875251,0.5989688,0.0,0.9076891,0.0,0.0,0.1668307,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0
2qi3,10.2,91,70,21,0,2.0172203,1.8934244999999998,3.9106448,0.2717319,0.0,0.0,1.0325701999999999,0.0,0.0,0.0,0.8949564999999999,0.0,0.6767166999999998,0.0618911,0.0,0.0,0.0,0.1056907,0.0,0.0,0.0,0.0,0.0668223,0.8002654,2.5276449999999997,0.20403529999999998,0.24825560000000002,0.7354529,0.0,0.0,0.19525599999999999,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
2qi4,10.44,99,70,28,1,2.3130642,2.2094408,4.522505,0.22221459999999998,0.0973389,0.0,1.8019169000000002,0.0,0.0,0.0,0.6345372,0.0,0.8543525999999999,0.049054,0.0,0.0,0.0,0.2024516,0.0,0.0,0.0,0.0,0.3476943,0.31294489999999997,2.7736828,0.6124818000000001,0.2510447,0.7593844999999999,0.0,0.0,0.1259112,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
2qi5,10.85,108,80,28,0,2.71106,2.6036596000000003,5.3147196,0.5598962999999999,0.08755650000000001,0.0,1.5189986,0.0,0.0,0.0,0.9015803000000001,0.0,0.8983603,0.033575,0.0,0.0,0.0,0.28418889999999997,0.0,0.0,0.0,0.0,0.4808178,0.5497459,3.5036891,0.5620665,0.3499248,0.8031666000000001,0.0,0.0,0.0958726,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
2qi6,10.57,100,74,26,0,2.308345,2.2333485,4.5416935,0.24381030000000004,0.16887069999999998,0.0,1.8907129999999999,0.0,0.0,0.0,0.6325682,0.0,0.9272183999999999,0.057091300000000005,0.0,0.0,0.0,0.11595659999999999,0.0,0.0,0.0,0.0,0.2407859,0.2646791,2.8974236,0.5000669,0.22812,0.8017097999999999,0.0,0.0,0.11437320000000001,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
2qi7,10.21,89,69,20,0,2.2231292,2.1621444000000003,4.3852736,0.3292042,0.0786093,0.0,1.3024445999999998,0.0,0.0,0.0,0.7343453,0.0,0.7037293,0.057880100000000004,0.0,0.0,0.0,0.2306997,0.0,0.0,0.0,0.0,0.473814,0.4745471,2.8239543,0.5676333,0.0,0.9936859999999998,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
2qnn,7.15,104,69,33,2,2.9009004,2.870672,5.7715724,0.31791709999999995,0.033073899999999996,0.0,2.5522214,0.0,0.0,0.0,0.5247655,0.0,1.402326,0.1770468,0.0,0.0,0.0,0.1777802,0.0,0.0,0.0,0.0,0.1684031,0.4180384,3.3586456,0.7867934,0.0328727,1.3341966,0.2590641,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
2qnp,6.41,87,59,27,1,2.4919479999999994,2.3455009999999996,4.837448999999999,0.30455180000000004,0.0160735,0.0,1.7897807000000001,0.0,0.0,0.0,0.4747434,0.0,1.7020244,0.11121349999999999,0.0,0.0,0.0,0.1053209,0.0,0.0,0.0,0.0,0.16088170000000002,0.1728591,3.1299995,0.7178008,0.0,0.8256121999999999,0.0,0.0,0.0565341,0.0,0.0,0.1075024,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1
2qnq,6.11,73,53,20,0,2.4331366,2.2899582,4.7230948,0.2664925,0.1034821,0.0,1.5567074,0.0,0.0,0.0,0.8100780000000001,0.0,1.4595079000000002,0.1129389,0.0,0.0,0.0,0.1149879,0.0,0.0,0.0,0.0,0.11367960000000002,0.1852205,3.0948114,0.40324560000000004,0.0,0.7162697,0.0,0.0,0.0177318,0.4910363,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0
2r38,7.44,103,73,30,0,2.6374929,2.5287759999999997,5.1662688999999995,0.28159049999999997,0.1360186,0.0,1.9578414,0.0,0.0,0.0,0.6305999999999999,0.0,0.8652373,0.1720006,0.0,0.0,0.0,0.053661,0.0,0.0,0.0,0.0,0.4292247,0.6400948,2.8634354,0.6546181,0.1094503,1.4707073,0.0,0.0,0.0680578,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
2r3t,5.85,94,67,27,0,2.7206162,2.70662,5.427236199999999,0.2834496,0.06844059999999999,0.0,2.0396013,0.0,0.0,0.0,0.5911607,0.0,0.6380181,0.1312441,0.0,0.0,0.0,0.0327784,0.0,0.0,0.0,0.0,1.1763509,0.46619249999999995,3.1722731,0.47914080000000003,0.07581470000000001,1.5810198,0.0,0.0,0.1189878,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
2r3w,6.89,86,62,23,1,2.4498498,2.3138956,4.7637453999999995,0.2450138,0.033279,0.0,1.8708316000000003,0.0,0.0,0.0,0.5833632,0.0,0.7679491,0.2326445,0.0,0.0,0.0,0.07078119999999999,0.0,0.0,0.0,0.0,0.4626173,0.49726570000000003,3.5250202999999996,0.37630189999999997,0.1105594,0.6938418,0.0,0.0,0.058022000000000004,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
2r43,6.0,79,58,21,0,2.336856,2.2382963,4.5751523,0.1762006,0.044765,0.0,1.9849822000000001,0.0,0.0,0.0,0.4600872,0.0,0.5921130000000001,0.19011119999999998,0.0,0.0,0.0,0.0466067,0.0,0.0,0.0,0.0,0.6622629999999999,0.41802340000000004,3.6003139,0.3718767,0.0882666,0.4947117,0.0,0.0,0.0199834,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
2r5p,8.48,121,87,34,0,3.1474920999999996,2.9991003,6.146592399999999,0.30171190000000003,0.3594007,0.0,1.4846217000000002,0.0,0.0,0.0,1.1188083,0.0,1.1527429999999999,0.0749339,0.0,0.0,0.0,0.210194,0.0,0.0,0.0,0.0,0.4089972,1.0351816999999999,4.7557635,0.6268923000000001,0.0280896,0.735847,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2uxz,8.48,118,80,37,1,2.9262515,2.8114276999999994,5.737679199999999,0.5981095999999999,0.2154753,0.0,1.5618109000000002,0.0,0.0,0.0,1.1881787,0.0,1.1917422000000002,0.18010969999999998,0.0,0.0,0.0,0.1015851,0.0,0.0,0.0,0.0,0.38425960000000003,0.31640809999999997,4.1876379,0.6858829,0.0,0.8641584,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
2uy0,6.92,121,79,41,1,3.0184780000000004,3.0738827,6.0923607,0.6613125,0.2763538,0.0,1.5046517,0.0,0.0,0.0,1.2802486,0.0,1.1630748,0.2145747,0.0,0.0,0.0,0.1577666,0.0,0.0,0.0,0.0,0.3794866,0.4548914,3.9975420999999995,0.6976691,0.0,1.3279683000000002,0.0,0.0,0.0,0.0,0.0691812,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0
2wkz,8.77,117,82,33,2,3.0096953999999996,2.8465482000000004,5.8562436,0.499108,0.11253059999999998,0.0,1.3046804,0.0,0.0,0.0,1.2619840999999998,0.0,1.1282559,0.0971555,0.0,0.0,0.0507211,0.23795310000000003,0.0,0.0,0.0,0.0,0.31938079999999996,0.8444741,4.1216186,0.8001386000000001,0.0,0.9344863999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
2wl0,7.8,113,78,35,0,3.123728,3.0232633,6.1469913,0.6056615,0.2921073,0.0,1.5794627,0.0,0.0,0.0,0.9519510000000001,0.0,0.9615400999999999,0.0814984,0.0,0.0,0.0398714,0.3001446,0.0,0.11372810000000001,0.0,0.0,0.4513688,0.7696574,4.403631300000001,0.8223083999999998,0.0,0.9210516,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0
2xye,8.34,107,72,35,0,3.4235024000000003,3.2946415,6.7181439,0.513737,0.0,0.0,1.3626157,0.0,0.0,0.0,1.6656468,0.0,1.3254716000000002,0.22520849999999998,0.0,0.0,0.41237120000000005,0.580471,0.0,0.1117184,0.0,0.0,0.12161750000000002,0.39928620000000004,5.0246786,0.6789298,0.0,1.0145355,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0
2xyf,8.44,112,76,35,1,3.0218801,2.8362704,5.858150500000001,0.5269131,0.1572558,0.0,1.3781127,0.0,0.0,0.0,1.4576217999999999,0.0,0.8612732000000001,0.17428169999999998,0.0,0.0,0.0756888,0.30193400000000004,0.0,0.1390933,0.0,0.0,0.1494046,0.6365715,3.9390077,0.9118532,0.0,0.9316008,0.0,0.0,0.0756888,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0
2z4o,9.57,83,64,19,0,2.142155,2.1093306000000003,4.2514856000000005,0.3846181000000001,0.0262532,0.0,1.3150843,0.0,0.0,0.0,0.9034662,0.0,0.7640001000000001,0.04878,0.0,0.0,0.0,0.1109558,0.0,0.0,0.0,0.0,0.2487765,0.44955139999999993,2.7100442000000005,0.2475697,0.0,1.2938717,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
3a2o,9.08,126,86,39,1,2.7075961,2.5555736000000007,5.263169700000001,0.379615,0.06008310000000001,0.0,1.6651688,0.0,0.0,0.0,0.8709181,0.0,1.0170027,0.0839482,0.0,0.0,0.0,0.29288290000000006,0.0,0.0,0.0,0.0,0.2365693,0.6569815999999999,3.6196082,0.5840154,0.12492040000000001,0.6562581,0.0,0.0,0.2783676,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
3aid,6.86,71,53,17,1,1.4941485000000003,1.4297263999999996,2.9238749,0.2543187,0.1255781,0.0,0.35996459999999997,0.0,0.0,0.0,0.6840698999999999,0.0,0.900868,0.1149779,0.0,0.0,0.0,0.031165699999999998,0.0,0.0,0.0,0.0,0.0942861,0.3586459,2.1965634,0.2596997,0.0,0.4676118,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
3bgb,6.05,90,64,26,0,2.9899316,2.7551189000000003,5.7450505,0.22521780000000002,0.0505404,0.0,1.0763587000000001,0.0,0.0,0.0,0.7385448,0.0,1.4898943,0.1249065,0.0,0.0,0.0,0.3506424,0.0,0.0,0.0,0.0,0.5619557000000001,1.1269898999999999,4.561648700000001,0.5957799,0.1781088,0.36746429999999997,0.0,0.0,0.0420488,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
3bgc,5.02,107,70,36,1,3.1790131,3.0842820000000004,6.263295100000001,0.2325394,0.0415966,0.0,1.5601835,0.0,0.0,0.0,0.8063089000000001,0.0,1.5607870999999998,0.1042131,0.0,0.0,0.0,0.14231880000000002,0.0,0.120609,0.0,0.0,1.0355709000000002,0.6591678000000001,4.3443766,1.0835715000000001,0.3160691,0.5192779000000001,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
3bva,6.52,145,95,47,3,4.214422900000001,4.0496175,8.2640404,0.6950945000000001,0.19544530000000002,0.47270650000000003,1.5811100000000002,0.0,0.0,0.0,2.2125627999999997,0.0,1.2928343,0.0453322,0.0,0.0,0.0,0.2851021,0.0,0.0,0.0,0.0,0.3068602,1.1769924999999999,5.976824000000001,0.42601289999999997,0.0595531,1.8016504000000002,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
3bvb,5.49,91,63,26,2,2.5245672,2.4845319000000003,5.0090991,0.35589670000000007,0.074631,1.1998090000000001,0.7574911999999999,0.0,0.0,0.0,0.9901947,0.0,0.9861967,0.055856,0.0,0.0,0.0,0.1224306,0.0,0.0,0.0,0.0,0.1564348,0.3101584,2.6812883999999997,0.7239993,0.17622379999999999,1.4275875999999998,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
3cyw,7.77,101,73,27,1,3.9095429,2.7204738,6.6300167000000005,0.4391596,0.0,0.0,1.9413634,0.0,0.0,0.0,0.8137069,0.0,2.4412279000000003,0.1082834,0.0,0.0,0.0,0.081315,0.0,0.0,0.0,0.0,0.3757311,0.4292293999999999,3.5078698000000004,1.6898674999999999,0.14249109999999998,1.2618270999999999,0.0,0.0,0.027961200000000002,0.0,0.0,0.0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
3cyx,8.0,148,93,53,2,3.3080029,3.2689646999999997,6.5769676,0.5355380000000001,0.0738861,0.0,1.5949797999999997,0.0,0.0,0.0,1.0494162,0.0,0.7958507,0.0715018,0.0,0.0,0.0,0.5658843,0.0,0.0388277,0.0,0.0,1.3473127,0.5037703,5.2540759,0.5394837,0.13562640000000004,0.6477816000000001,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
3d1x,8.66,123,84,39,0,3.1454331,3.1178151,6.2632482,0.41889319999999997,0.042660500000000004,0.0,1.3941017,0.0,0.0,0.0,1.2055564,0.0,1.8660594000000001,0.0737262,0.0,0.0,0.0,0.23722120000000002,0.0,0.026106900000000002,0.0,0.0,0.35950059999999995,0.6394221,4.5927563000000005,0.5555368,0.0757555,1.0391996,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
3d1y,8.22,118,85,33,0,2.7606849999999996,2.7016071,5.462292099999999,0.42649249999999994,0.039296700000000004,0.0,1.4921438,0.0,0.0,0.0,1.0494064,0.0,1.2658345,0.0561273,0.0,0.0,0.0,0.3704001,0.0,0.0172975,0.0,0.0,0.2961939,0.44909940000000004,4.1247453,0.307535,0.0226504,1.0073614,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
3d1z,8.8,15,13,2,0,0.3129337,0.30332050000000005,0.6162542,0.051345299999999996,0.0,0.0,0.2319466,0.0,0.0,0.0,0.0,0.0,0.1696476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0455225,0.11779219999999999,0.0,0.2221943,0.254695,0.0620031,0.0,0.0,0.0773618,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0
3djk,10.59,113,77,34,2,2.2127157,2.1282064000000003,4.3409221,0.27911030000000003,0.0,0.0,1.3375861,0.0,0.0,0.0,0.8805688,0.0,1.0320388999999999,0.0246498,0.0,0.0,0.0,0.1317795,0.0,0.0,0.0,0.0,0.2196388,0.43554990000000005,2.8094007,0.32589329999999994,0.0,1.1647346,0.0,0.0,0.0408935,0.0,0.0,0.0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
3dk1,9.74,99,72,26,1,3.9751082999999996,3.6874070999999997,7.662515399999999,0.2767833,0.0,0.0,1.5552438,0.0,0.0,0.0,0.8078545000000001,0.0,0.9353245,0.0431565,0.0,0.0,0.0,0.0894369,0.0,0.0,0.0,0.0,0.19488480000000002,3.7598311,3.8028299999999997,1.2755313,0.0,2.5841541,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
3ekp,8.89,90,62,28,0,2.4358498999999996,2.3558717,4.791721599999999,0.5592356999999999,0.0,0.0,1.3687444000000002,0.0,0.0,0.0,0.6826508,0.0,1.0065226999999999,0.0878144,0.0,0.0,0.0,0.1402102,0.0,0.0,0.0,0.0,0.3222682,0.6242752,3.7699266000000002,0.25610069999999996,0.1057982,0.6598961000000001,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
3ekt,10.59,96,69,27,0,2.6361091,2.6479859,5.284095000000001,0.3992947,0.0,0.0,2.1175740999999997,0.0,0.0,0.0,0.8057978,0.0,0.7281867,0.0423041,0.0,0.0,0.0,0.1036301,0.0,0.0,0.0,0.0,0.32342099999999996,0.7638865,3.5812215,0.2341046,0.144088,1.2983167,0.0,0.0,0.0263642,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
3ekv,9.41,93,65,27,1,2.0787639999999996,2.0580888,4.1368528,0.40560799999999997,0.0156447,0.0,1.3015195000000002,0.0,0.0,0.0,0.8855117000000001,0.0,0.9240241999999999,0.0943843,0.0,0.0,0.0,0.0908482,0.0,0.0,0.0,0.0,0.2151616,0.20415060000000002,2.9924691,0.261182,0.0,0.8832017000000001,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
3ekw,7.96,127,89,37,1,3.1008656999999995,2.9703465000000002,6.0712122,0.8503438999999999,0.1511366,0.0,1.4596445,0.0,0.0,0.0,0.8502787,0.0,1.0903783,0.0818088,0.0,0.0,0.0,0.21404269999999997,0.0,0.0,0.0,0.0,0.5913103,0.7822684,4.420863000000001,0.5652344,0.0966507,0.9884641000000001,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
3ekx,9.41,103,66,35,2,2.6802483999999995,2.5395857,5.2198341,0.5093052,0.2267404,0.0,1.1802678,0.0,0.0,0.0,1.0335849,0.0,1.3160497,0.0516855,0.0,0.0,0.0,0.2309198,0.0,0.0,0.0,0.0,0.2221938,0.449087,4.2312521,0.2309372,0.0,0.5937294,0.0,0.0,0.1639154,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
3el1,9.64,109,76,33,0,2.8689082,2.7327605,5.601668699999999,0.7012631999999999,0.5194962000000001,0.0,1.3636807999999998,0.0,0.0,0.0,0.9704114,0.0,1.0862653,0.0173629,0.0,0.0,0.0,0.1599509,0.0,0.0,0.0,0.0,0.25139750000000005,0.5318404999999999,4.028172600000001,0.552419,0.1310056,0.8900715,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
3el4,7.17,110,71,36,3,2.7825706,2.6856131999999997,5.4681838,0.6204887000000001,0.22367900000000002,0.0,1.3185859,0.0,0.0,0.0,0.8898613,0.0,0.9206153000000001,0.0757375,0.0,0.0,0.0,0.4706471,0.0,0.37012860000000003,0.0,0.0,0.253224,0.32521639999999996,4.2763278,0.261434,0.0432311,0.8871909000000001,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
3el5,7.72,113,71,40,2,3.1327874999999996,2.9394070999999995,6.0721945999999996,0.5413823,0.0,0.0,1.8427965,0.0,0.0,0.0,0.7561304999999999,0.0,1.1159059,0.1188834,0.0,0.0,0.0,0.47881310000000005,0.0,0.2712966,0.0,0.0,0.2838471,0.6631392,4.8399449,0.8111210999999999,0.0,0.388192,0.0,0.0,0.032936599999999996,0.0,0.0,0.0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0
3el9,8.4,123,86,36,1,2.9179603999999997,2.7766655,5.6946259,0.7270471,0.1526584,0.0,1.1881165,0.0,0.0,0.0,1.2903886999999998,0.0,0.8511591000000001,0.0142226,0.0,0.0,0.03987,0.41963609999999996,0.0,0.0506235,0.0,0.0,0.21500619999999998,0.7458977,3.9885450999999996,0.6171716,0.10755970000000001,0.9813495000000001,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
